2.749770738750687699e-03,0.000000000000000000e+00,2.100519341579860715e-04,2.681578859933647987e-02,3.921568627450980338e-02,0.000000000000000000e+00,2.000000000000000042e-02,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.016949152542372947e-01,3.921568627450980338e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.021148044936555754e-03,0.000000000000000000e+00,2.272854411024305182e-04,2.910296828263106081e-02,3.921568627450980338e-02,0.000000000000000000e+00,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.779661016949152519e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.724316763827048984e-03,0.000000000000000000e+00,3.740138020833332945e-03,3.448975381231456083e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.694915254237288130e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.364967468905097889e-03,0.000000000000000000e+00,5.956850694444443435e-03,5.526033181508228920e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.960784313725490169e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.879029088362913406e-05,1.383928571428571230e-01,6.179825677083333190e-06,7.750194012950252596e-04,1.960784313725490169e-02,1.666666666666666574e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.960784313725490169e-02,0.000000000000000000e+00,1.960784313725490169e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.797795696606612832e-04,0.000000000000000000e+00,4.709015911458333032e-05,2.730412621478294777e-01,1.960784313725490169e-02,0.000000000000000000e+00,5.999999999999999778e-02,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.389830508474576953e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.475504128573488623e-03,0.000000000000000000e+00,3.712375759548611253e-04,8.317002434583121717e-01,3.921568627450980338e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.882352941176471200e-02,1.016949152542372947e-01,5.882352941176471200e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.759889566720331432e-03,0.000000000000000000e+00,2.331851128472222192e-04,2.921204565634960559e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.694915254237288130e-02,3.921568627450980338e-02,1.000000000000000000e+00,0.000000000000000000e+00
4.275653903173038013e-03,0.000000000000000000e+00,8.043050130208331686e-04,6.658233631676428732e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.694915254237288130e-02,3.921568627450980338e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.520626974438121030e-06,1.383928571428571230e-01,1.046392758680555438e-06,1.575998047962937825e-04,0.000000000000000000e+00,1.666666666666666574e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.694915254237288130e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.201707652394877087e-03,0.000000000000000000e+00,2.705146484375000032e-04,3.388846663631056577e-02,1.960784313725490169e-02,0.000000000000000000e+00,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.694915254237288130e-02,3.921568627450980338e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.750706694747880413e-05,1.383928571428571230e-01,2.293963326388889055e-06,3.889072519269510023e-04,3.921568627450980338e-02,1.666666666666666574e-01,4.000000000000000083e-02,2.000000000000000042e-02,3.333333333333333287e-02,7.843137254901960675e-02,3.389830508474576953e-02,3.921568627450980338e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.572898723281303885e-03,0.000000000000000000e+00,2.173861219618055860e-04,2.723284029197158354e-02,3.921568627450980338e-02,0.000000000000000000e+00,4.000000000000000083e-02,2.000000000000000042e-02,0.000000000000000000e+00,7.843137254901960675e-02,1.355932203389830504e-01,3.921568627450980338e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.776720294669838820e-05,1.383928571428571230e-01,1.979498121527778312e-06,1.934496616156908657e-03,3.921568627450980338e-02,1.666666666666666574e-01,0.000000000000000000e+00,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.694915254237288130e-02,1.960784313725490169e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.521571225435286152e-04,0.000000000000000000e+00,1.085094875868055603e-05,7.053100385189493664e-03,3.921568627450980338e-02,0.000000000000000000e+00,5.999999999999999778e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.803921568627452232e-02,3.389830508474576953e-02,3.921568627450980338e-02,0.000000000000000000e+00,0.000000000000000000e+00
